patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
6cedd15d-5800-4c02-87ea-7ff58db06746,Quang Mai Vũ,343227438320,28/09/1957,0865805036,johnpham@example.com,"374 Trần Làng
JohnHuyện, 288158",Khỏe mạnh,9.62,Nam Mai,17/01/2026
8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,Hoàng Dương,600444439272,06/11/1942,0557392834,hoangjane@example.com,"047 John Số
JohnXã, 760021",Khỏe mạnh,4.17,Lan Lê,17/04/2026
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,Cô Vân Bùi,079875342737,15/08/1979,0577977741,janeduong@example.com,"99 John Làng
Huyện JohnQuận, 351516",Khỏe mạnh,11.58,Cô Bảo Nguyễn,23/02/2026
4a8ff810-784c-4f29-9804-02a2b07aa066,Mai Vũ,641440720705,20/12/1986,0820916797,rtran@example.org,"18 John Khu
Thành phố JohnQuận, 931131",Tiểu đường,11.12,Trọng Hoàng,01/05/2026
b04d3376-77fc-4703-9fd5-a423706c5c56,Thành Vũ,365981322171,23/11/1971,0586696047,fduong@example.net,"5 Nguyễn Ngõ
Thành phố JaneXã, 142185",Huyết áp cao,8.15,Quý cô Phương Dương,01/05/2026
6f962882-95d8-4980-bf37-d19c2e76128b,Ông Châu Đặng,196913037543,03/03/1965,0360826974,john25@example.com,"6 Jane Ngõ
JaneHuyện, 221552",Huyết áp cao,5.01,Phương Văn Mai,02/03/2026
5c9d927d-84b8-41bb-b005-68d20de051a6,Quý ông Hưng Phạm,072377668709,08/11/1954,0345379271,janeduong@example.net,"9 John Khu
Thị xã JohnQuận, 982277",Tiểu đường,6.26,Nhật Trần,26/03/2026
b77350ca-eec2-49dc-bf95-897c276aa6ce,Minh Vũ,065530324423,09/09/1965,0738336778,pduong@example.com,"982 Jane Số
JaneThành phố, 396578",Huyết áp cao,8.99,Nhiên Hoàng,11/05/2026
7250ee18-260a-4962-9d81-b7f57d5911c6,Bác Dũng Mai,523647555272,19/01/1991,0541472868,uduong@example.org,"Thị xã JohnThị xã
76 Lê Dãy, 138817",Huyết áp cao,11.48,Bà Hà Dương,14/01/2026
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,Quý cô Hải Lê,238782296089,27/10/1940,0902435554,jane96@example.net,"8 Đặng Dãy
Thành phố JohnPhường, 817644",Tiểu đường,8.4,Quang Trần,26/02/2026
b4323070-a23d-4c2f-82a7-96891933918c,Nhật Lê,349825345550,08/01/1986,0719468354,nguyenjane@example.org,"23 Hoàng Hẻm
Quận JohnXã, 501126",Huyết áp cao,10.69,Quý cô Xuân Hoàng,19/01/2026
75a66981-4104-48b5-a34d-b7c5760debbb,Nam Dương,774401810447,23/02/2001,0818340889,johnduong@example.com,"JanePhường
43 Dương Ngõ, 348728",Huyết áp cao,5.67,Khoa Phú Hoàng,08/02/2026
fa5a91ca-059d-455d-8b94-3e30b303f438,Hạnh Văn Hoàng,514862237944,06/07/1998,0755555647,hoangjane@example.com,"5 John Khu
Thành phố JohnHuyện, 926918",Khỏe mạnh,10.94,Ông Nhiên Đặng,06/04/2026
53a3dd5a-4b8c-4bdc-a8dd-5e5a1712fb16,Bảo Hoàng Lê,112976850379,10/10/1992,0380501820,jane24@example.com,"JaneThành phố
236 Trần Số, 114594",Tiểu đường,9.37,Tùng Trần,01/03/2026
431d029f-ac1e-46d8-bfbf-397bac3e7b0d,Hải Phú Trần,492310779083,15/08/1984,0515095109,nnguyen@example.net,"1 Vũ Số
Quận JohnThành phố, 419149",Khỏe mạnh,11.16,Ông Tú Phạm,27/04/2026
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Khoa Trí Bùi,348923167429,03/03/1983,0802317442,ahoang@example.com,"773 Trần Tổ
JohnThị xã, 389282",Tim mạch,6.27,Cô Ánh Dương,13/01/2026
98de8ebb-a3b5-4ece-a446-be72364c911a,Ngọc Đặng,153914296614,20/02/1953,0989938769,johntran@example.net,"529 Jane Hẻm
Huyện JohnThành phố, 793169",Khỏe mạnh,7.03,Lan Nguyễn,16/02/2026
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,Lan Vũ,717250513544,09/03/1939,0774585623,hmai@example.net,"89 Jane Làng
Huyện JanePhường, 132663",Tiểu đường,4.02,Chi Bùi,25/02/2026
e8e22743-b65f-4ea9-bd82-42641ba362e7,Ông Vũ Đặng,364333022271,07/10/1979,0538096384,lejane@example.net,"98 Dương Số
Thành phố JohnThị xã, 573489",Huyết áp cao,11.37,Quý cô Linh Dương,22/02/2026
6d4067f4-5003-4b35-9857-8bafbac7e2b9,Anh Phú Lê,922928833316,01/07/1985,0876159033,ftran@example.org,"5 John Tổ
Thị xã JanePhường, 886730",Tim mạch,8.27,Nhật Thị Vũ,20/03/2026
81e5c9f6-93f2-47cc-9a85-910d5a057c11,Chị Dương Dương,429779422863,24/09/1951,0545284471,dangjane@example.org,"89 Jane Đường
Huyện JaneHuyện, 468074",Tiểu đường,4.33,Lan Lê,16/03/2026
bdb025ff-2451-45a4-91d0-59b26699cd99,Hương Mai,839599275367,24/01/1951,0710313681,vduong@example.org,"9 John Hẻm
Thành phố JohnHuyện, 564637",Khỏe mạnh,11.9,Nhật Mai Bùi,05/02/2026
585d3f86-1d23-44e6-8329-20b7c143f426,Hà Thế Hoàng,985464238520,19/11/1970,0723257656,john36@example.net,"32 Vũ Tổ
Thành phố JanePhường, 551574",Khỏe mạnh,8.03,Chị Kim Mai,03/04/2026
ab05347f-d556-437d-8f08-81ee8011316b,Vũ Hữu Nguyễn,810203269637,16/03/1967,0795007935,utran@example.net,"6 Trần Số
Huyện JohnXã, 582446",Huyết áp cao,9.89,Vũ Bảo Trần,01/02/2026
1422373f-8622-48d1-a683-e10796c044d0,Hạnh Tấn Phạm,238777775615,03/09/1959,0508598006,johnmai@example.net,"52 John Hẻm
JohnQuận, 731661",Huyết áp cao,4.07,Cô Bảo Dương,02/03/2026
72eb7474-9458-454e-8287-4f069050f7ef,Dũng Trí Dương,850906850098,05/05/1940,0914562769,yvu@example.com,"1 Dương Dãy
Thành phố JaneHuyện, 180458",Huyết áp cao,11.64,Khoa Hoàng,08/03/2026
f4488385-8de7-4d6c-9490-77c27674456f,Chi Hoàng,886034659914,11/12/1982,0784514888,jane82@example.org,"1 John Làng
JaneXã, 648141",Tim mạch,8.33,Bà Thành Vũ,20/02/2026
990f0c5b-adcc-4daf-969f-3ab3c6435300,Vi Đặng,588796897417,03/03/1940,0304181511,maijane@example.com,"19 Jane Khu
JohnXã, 843266",Tiểu đường,8.24,Hạnh Mai,19/02/2026
20b71785-d02c-40c1-9417-0a17caaa5bbe,Hải Bùi,047446818245,24/06/1972,0842130039,dangjane@example.org,"33 John Ngõ
JohnXã, 908320",Tiểu đường,7.09,Dương Đặng,25/04/2026
6070b6a1-98e5-4499-a18c-6e1c9e374f7a,Chị Bảo Hoàng,873611316894,03/06/1994,0766540764,janenguyen@example.com,"94 Phạm Làng
JaneQuận, 485709",Khỏe mạnh,5.84,Quý ông Khoa Bùi,07/03/2026
d11fc8c0-297c-44ff-b75d-599f6b2d5b09,Chị Ánh Vũ,363407950003,03/03/1939,0848349807,jdang@example.org,"12 Dương Hẻm
JohnQuận, 956375",Huyết áp cao,11.95,Bác Nam Bùi,07/01/2026
62dbc850-3c5b-43a7-9fbb-f0b1808389c8,Thành Phạm,647648735599,01/06/1937,0751336836,dangjohn@example.org,"2 Dương Đường
Thành phố JaneQuận, 975522",Khỏe mạnh,10.52,Quý cô Hà Vũ,01/02/2026
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Ông Tú Dương,615526236867,03/12/1978,0376735425,maijohn@example.net,"953 Lê Ngõ
JohnXã, 670511",Tiểu đường,9.83,Hồng Dương,06/01/2026
40ef3935-5f90-4ed6-bb25-664d630aa767,Linh Trần,253764693803,12/07/1960,0757104288,hoangjane@example.org,"2 Dương Hẻm
Thành phố JaneThành phố, 407696",Tim mạch,9.11,Cô Vi Phạm,27/04/2026
83f02dc7-4f61-4217-aef1-669450cae32d,Phương Mai Bảo Vũ,159490355185,12/01/1938,0518476585,janedang@example.org,"15 Bùi Dãy
JaneQuận, 620306",Tiểu đường,4.91,Bác Minh Vũ,15/04/2026
6e3c4532-1434-4f62-acac-028cba220065,Bà Thành Trần,535888650905,15/03/1941,0343654372,jane79@example.net,"70 Hoàng Số
JohnThành phố, 803787",Khỏe mạnh,6.81,Thành Xuân Nguyễn,19/01/2026
702c1821-c804-4fb7-ad97-3b679b89e5cb,Lan Trần,793693480216,02/08/1952,0339016972,jane69@example.org,"57 John Tổ
JanePhường, 392227",Huyết áp cao,7.38,Cô Ngọc Lê,07/03/2026
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Anh Dương,536741602656,09/01/1951,0384203924,jane31@example.org,"715 Trần Khu
JohnPhường, 844031",Tim mạch,4.36,Bà Phương Phạm,16/01/2026
3c9abe10-238d-4f44-8ac4-d0eb3373730e,Ông Quang Mai,267064261644,19/02/1977,0784181726,imai@example.net,"67 Bùi Ngõ
Huyện JohnThị xã, 588461",Tim mạch,3.77,Hoàng Xuân Lê,26/02/2026
d4d60735-0e2f-4958-9e43-1e06e9247069,Phương Lê,682597713703,24/07/1957,0839278945,janepham@example.com,"438 Lê Khu
Quận JohnQuận, 790731",Huyết áp cao,5.51,Nhiên Thị Nguyễn,11/01/2026
93a74792-c561-48dc-a436-4fcdf2d3f761,Trung Hoàng,769542738555,08/10/1965,0856184047,duongjane@example.net,"647 John Hẻm
JaneThị xã, 587002",Khỏe mạnh,3.64,Bà Duyên Lê,10/02/2026
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Thành Trí Đặng,449070360425,14/12/1972,0756399561,dangjohn@example.com,"210 Bùi Số
Quận JaneXã, 856157",Tim mạch,6.82,Trung Xuân Dương,11/05/2026
4efc8248-e10b-4a47-bfae-b7487781321e,Ông Vũ Bùi,370990745771,04/04/1972,0861504075,johnhoang@example.com,"97 Mai Đường
Thị xã JohnHuyện, 862847",Tiểu đường,10.96,Thành Phú Nguyễn,22/02/2026
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Vũ Bùi,100760205405,03/03/1972,0848346240,john21@example.com,"5 John Số
Thành phố JohnQuận, 848255",Tiểu đường,8.78,Châu Mai Lê,21/03/2026
ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Phúc Hữu Hoàng,212069092688,01/05/1989,0871964119,jane88@example.net,"05 Trần Số
JohnXã, 597643",Tim mạch,7.3,Nhiên Hoàng,30/01/2026
2ba6adb3-7afe-4114-9561-c8130d259caa,Bảo Hải Nguyễn,295631060839,27/02/1977,0918151692,phamjohn@example.com,"36 Nguyễn Hẻm
Huyện JaneXã, 495129",Khỏe mạnh,11.82,Phúc Mai Mai,14/02/2026
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Trọng Dương,170565753307,24/05/1949,0976151856,janemai@example.com,"37 Dương Tổ
JaneThành phố, 701334",Tim mạch,4.17,Kim Phú Lê,08/02/2026
143b45e3-b6d1-46bb-b48f-709c49a22441,Bảo Đức Dương,844636263369,24/12/1950,0535493877,jane21@example.net,"083 John Ngõ
JanePhường, 595351",Tiểu đường,7.6,Hải Lê,01/01/2026
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,Hải Mai Bảo Dương,338267228054,06/11/1982,0577874106,jane40@example.org,"0 Jane Hẻm
Thị xã JaneQuận, 885386",Huyết áp cao,11.69,Hưng Nguyễn,09/02/2026
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Khoa Mai Mai,232762147311,20/08/1973,0971895086,janevu@example.org,"742 Jane Khu
Quận JaneThị xã, 640310",Khỏe mạnh,10.16,Vũ Hữu Trần,25/01/2026
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,Cô Thảo Bùi,388685431647,20/07/1952,0358598246,jane49@example.net,"5 John Ngõ
JaneQuận, 525110",Tiểu đường,10.78,Tú Vũ,18/02/2026
22319050-f515-4494-b818-cfd33889936a,Anh Bảo Hoàng,610146136201,20/08/1962,0924784854,zmai@example.net,"9 Jane Tổ
Thành phố JohnXã, 630041",Tiểu đường,6.17,Chị Lan Đặng,22/04/2026
3495311e-ae27-4432-9dc1-e7eb711c7673,Ông Minh Dương,155834011072,24/05/1994,0526705847,gle@example.com,"7 Nguyễn Số
JohnPhường, 328486",Tim mạch,6.48,An Bùi,15/02/2026
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,Nhật Nguyễn,132439314103,25/04/1956,0801097592,johnbui@example.com,"JaneThị xã
825 John Số, 654531",Khỏe mạnh,11.65,Chị An Nguyễn,09/05/2026
8b60c511-b816-4aeb-ac6a-7c8576876c62,Phương Hữu Phạm,461421882863,05/06/1953,0351021061,john43@example.net,"6 John Làng
Thành phố JohnThị xã, 726822",Tim mạch,3.83,Mai Nguyễn,22/02/2026
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,Lan Mai,993065498177,20/11/2007,0391854890,janehoang@example.net,"428 Jane Khu
JohnXã, 720407",Tim mạch,5.44,Quý cô Phương Dương,07/01/2026
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,Phương Tấn Bùi,213025963803,28/02/1965,0812900292,jane28@example.com,"27 Jane Số
Thị xã JohnHuyện, 313214",Tim mạch,9.8,Vũ Mai Đặng,13/01/2026
0d31812e-30c3-4756-9453-f867b97e6224,Thành Hoàng,092024002937,17/05/1979,0577050469,phamjohn@example.com,"03 John Dãy
Quận JaneQuận, 678897",Tiểu đường,5.91,Khoa Hữu Dương,11/03/2026
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,Quý ông Tú Dương,307758122807,17/12/1990,0509112927,john55@example.com,"2 Jane Số
JohnQuận, 445888",Huyết áp cao,4.26,Quý cô Duyên Phạm,07/03/2026
566a9ce7-af52-4b94-b186-e47aa7946320,Châu Dương,680417918234,31/12/1968,0329006564,john28@example.com,"0 John Đường
JohnPhường, 342675",Tim mạch,6.53,Nhật Lê,02/01/2026
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Quý ông Nam Nguyễn,131169046488,18/03/1974,0355439266,bnguyen@example.net,"862 John Hẻm
Quận JaneHuyện, 380310",Tim mạch,4.36,Hà Phú Bùi,02/03/2026
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,Vũ Nguyễn,181105207882,09/03/1942,0574264096,jbui@example.com,"2 Jane Số
JohnXã, 144618",Tiểu đường,9.96,Chị Xuân Hoàng,04/03/2026
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Tùng Hoàng,709428407621,27/05/1983,0560865756,janenguyen@example.org,"429 Jane Tổ
JohnPhường, 859340",Tiểu đường,6.19,Phương Đặng,08/01/2026
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Trọng Hữu Đặng,353839823349,09/07/1937,0313575107,jane73@example.com,"29 Trần Khu
Thành phố JohnHuyện, 261712",Tiểu đường,6.72,Nhật Trí Bùi,11/02/2026
f165d779-0154-4950-976d-e21f1b46ebdc,Bảo Đặng,893685852455,09/12/1990,0712810558,lejohn@example.org,"015 Jane Số
Huyện JaneThị xã, 917018",Tim mạch,9.18,Nhật Mai,29/04/2026
85671b58-926b-4fa5-be24-5fbffa698cd2,Quý cô Bảo Lê,900763675626,28/12/1954,0862321693,jane21@example.org,"71 Vũ Làng
JohnThị xã, 212168",Huyết áp cao,11.19,Bà An Bùi,13/02/2026
dcb9075e-cdd7-4460-a140-77d39ec4ea48,Bảo Tấn Bùi,708063884518,21/11/1994,0845243245,janedang@example.net,"52 Đặng Khu
JohnHuyện, 494322",Huyết áp cao,10.61,Thành Đặng,15/01/2026
ff4cc10f-979c-40cf-b326-1887905881df,Cô Nhật Dương,507489550390,13/03/2004,0803037399,janevu@example.net,"7 Jane Làng
JohnPhường, 543681",Tim mạch,3.83,Hà Mai Hoàng,04/03/2026
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Phương Thị Đặng,665990051548,31/07/1986,0596944562,tranjohn@example.net,"9 Jane Tổ
JohnThành phố, 203396",Tim mạch,7.53,Quang Mai,08/04/2026
9342a09f-b00a-464c-949c-d8d48ed8a80d,Quý cô Linh Bùi,037913937238,01/03/1969,0377973638,janenguyen@example.com,"125 Đặng Dãy
Thị xã JaneThị xã, 202365",Tiểu đường,8.73,Quý ông Dũng Trần,09/02/2026
05c8234b-1d76-4a66-b5f5-9cb0cf685878,Tú Xuân Phạm,071970551667,10/01/1973,0842389516,janemai@example.com,"22 Bùi Đường
Thị xã JaneThị xã, 104666",Khỏe mạnh,5.58,Chị Thảo Trần,17/03/2026
2fdc9992-8971-4eea-9f3a-098accac2fb5,Dũng Hoàng Dương,255634056973,05/09/1943,0975262949,omai@example.com,"1 Đặng Dãy
Huyện JohnPhường, 240454",Khỏe mạnh,9.92,Tú Hải Vũ,16/01/2026
82c56b21-2430-42da-b185-0eb85f90fc87,Kim Trí Hoàng,734238774505,16/05/1963,0592564784,janemai@example.net,"2 Vũ Hẻm
Huyện JaneXã, 156215",Huyết áp cao,8.79,Nam Mai Bảo Lê,26/01/2026
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Quý ông Châu Bùi,142968537961,15/03/1987,0502382073,kduong@example.org,"04 Jane Hẻm
JaneXã, 635618",Khỏe mạnh,6.0,Khoa Trần,05/02/2026
5deaa737-fdab-4441-92c2-a9608b0901ab,Vi Dương,588764089595,30/03/1975,0823385583,vtran@example.net,"745 Jane Ngõ
Quận JanePhường, 739905",Huyết áp cao,7.0,Bảo Trí Phạm,17/04/2026
59cf0b0d-91f0-447d-8f32-1333ce315937,Trọng Mai,957381592095,26/08/1947,0906337766,jane94@example.net,"Quận JaneThành phố
2 John Hẻm, 845951",Khỏe mạnh,6.01,Quang Hữu Dương,19/01/2026
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,Nhật Quang Trần,309732150779,07/10/1964,0306868537,jane77@example.com,"7 Trần Số
Thị xã JohnThị xã, 381581",Tiểu đường,9.48,Khoa Tấn Mai,17/03/2026
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Hưng Thị Trần,175137106655,26/01/1981,0395066992,hnguyen@example.org,"32 Lê Khu
Huyện JaneThành phố, 489906",Khỏe mạnh,4.24,Cô Kim Vũ,06/04/2026
a7cde143-6de2-4429-bbf0-d9c1c156e501,Nhật Trần,495992578764,09/06/1935,0556891269,itran@example.net,"051 Lê Dãy
Quận JaneThành phố, 866260",Huyết áp cao,3.52,Hà Đặng,18/02/2026
c601818b-61fa-41ba-a31a-e7c74c9bff5c,Chị Hà Mai,014638632697,24/06/1976,0580544910,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Tiểu đường,5.6,Hoàng Hải Vũ,26/03/2026
999a1d86-99db-4302-8dab-66d33f87dfc2,Nam Vũ,334841917813,11/05/1950,0808499904,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Huyết áp cao,4.2,Thành Xuân Dương,06/05/2026
965d744f-0445-41a8-92af-97e4c536c66e,An Vũ,662373886476,09/02/1951,0942085370,buijane@example.net,"61 Jane Ngõ
JohnXã, 313068",Tiểu đường,11.27,Bà Kim Hoàng,25/03/2026
a4a5c736-ae59-4a52-a65b-e22bd5a386d9,Hạnh Bùi,217807222692,24/08/1988,0584374211,johnpham@example.org,"99 Jane Hẻm
Thành phố JohnPhường, 111901",Huyết áp cao,11.38,Quý cô Thành Mai,09/03/2026
2abe1585-425e-4259-b884-16d2d28fcf68,Hoàng Đức Trần,819318424785,04/09/1991,0323916298,dangjane@example.com,"9 Jane Dãy
JohnThị xã, 694423",Huyết áp cao,11.01,Bà Bảo Vũ,12/04/2026
b90800f3-ac93-481a-92eb-eab0e4eec67c,Lâm Mai,745688039540,19/07/1935,0827376351,phamjohn@example.com,"086 Jane Làng
JaneHuyện, 966120",Huyết áp cao,7.46,Khoa Đặng,16/01/2026
2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef,Cô Hồng Trần,512467487651,20/05/1999,0827679844,jane51@example.net,"494 Jane Tổ
JohnPhường, 673108",Khỏe mạnh,10.84,Chị Ngọc Bùi,04/01/2026
d6ee526b-a2cd-4590-98af-393c8aa2b4c9,Linh Nguyễn,124255285174,06/10/1990,0801202730,gvu@example.org,"70 Jane Ngõ
Quận JanePhường, 490586",Tiểu đường,6.58,Ông Nhiên Trần,08/03/2026
13281726-64f4-44d6-91e9-1691a3209116,Hồng Lê,248551126630,23/08/1952,0912002699,jane65@example.com,"329 John Ngõ
Thị xã JaneHuyện, 526259",Tiểu đường,10.36,Phương Đặng,07/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Tú Trần,955611333805,12/11/1946,0829009860,john35@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Khỏe mạnh,5.16,Cô Chi Trần,16/04/2026
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,Chị Mai Bùi,741550830321,14/07/1962,0362228650,hoangjane@example.org,"721 Trần Đường
JohnQuận, 701761",Tiểu đường,4.87,Nhật Hữu Dương,04/01/2026
5a9c0679-2c3d-47e2-ad39-da75aee70ab2,Chị Thảo Vũ,801406186219,02/12/1967,0831094897,johnhoang@example.net,"68 Nguyễn Ngõ
JaneQuận, 539599",Tim mạch,8.41,Chị Dương Mai,15/04/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,772667912502,26/12/2001,0544510233,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Tim mạch,11.12,Tùng Nguyễn,11/04/2026
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Thành Xuân Lê,376670826136,17/08/1952,0514811072,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Tiểu đường,9.23,Chị Ngọc Mai,04/03/2026
